Solving 9×9 grid using CONSTRAINT PROGRAMMING
Method: OR-Tools CP-SAT (guaranteed optimal)

Testing config 2510... → 16.0 tiles
Testing config 2511... → 15.0 tiles
Testing config 2512... → 16.0 tiles
Testing config 2513... → 16.0 tiles
Testing config 2514... → 16.0 tiles
Testing config 2515... → 16.0 tiles
Testing config 2516... → 15.0 tiles
Testing config 2517... → 16.0 tiles
Testing config 2518... → 15.0 tiles
Testing config 2519... → 15.0 tiles
Testing config 2520... → 16.0 tiles
Testing config 2521... → 16.0 tiles
Testing config 2522... → 16.0 tiles
Testing config 2523... → 16.0 tiles
Testing config 2524... → 15.0 tiles
Testing config 2525... → 15.0 tiles
Testing config 2526... → 16.0 tiles
Testing config 2527... → 15.0 tiles
Testing config 2528... → 16.0 tiles
Testing config 2529... → 16.0 tiles
Testing config 2530... → 16.0 tiles
Testing config 2531... → 16.0 tiles
Testing config 2532... → 15.0 tiles
Testing config 2533... → 16.0 tiles
Testing config 2534... → 15.0 tiles
Testing config 2535... → 14.0 tiles
Testing config 2536... → 15.0 tiles
Testing config 2537... → 15.0 tiles
Testing config 2538... → 15.0 tiles
Testing config 2539... → 15.0 tiles
Testing config 2540... → 16.0 tiles
Testing config 2541... → 15.0 tiles
Testing config 2542... → 16.0 tiles
Testing config 2543... → 16.0 tiles
Testing config 2544... → 15.0 tiles
Testing config 2545... → 15.0 tiles
Testing config 2546... → 16.0 tiles
Testing config 2547... → 16.0 tiles
Testing config 2548... → 15.0 tiles
Testing config 2549... → 15.0 tiles
Testing config 2550... → 16.0 tiles
Testing config 2551... → 15.0 tiles
Testing config 2552... → 16.0 tiles
Testing config 2553... → 16.0 tiles
Testing config 2554... → 16.0 tiles
Testing config 2555... → 16.0 tiles
Testing config 2556... → 15.0 tiles
Testing config 2557... → 16.0 tiles
Testing config 2558... → 16.0 tiles
Testing config 2559... → 15.0 tiles
Testing config 2560... → 15.0 tiles
Testing config 2561... → 15.0 tiles
Testing config 2562... → 16.0 tiles
Testing config 2563... → 15.0 tiles
Testing config 2564... → 15.0 tiles
Testing config 2565... → 15.0 tiles
Testing config 2566... → 16.0 tiles
Testing config 2567... → 16.0 tiles
Testing config 2568... → 16.0 tiles
Testing config 2569... → 15.0 tiles
Testing config 2570... → 16.0 tiles
Testing config 2571... → 16.0 tiles
Testing config 2572... → 15.0 tiles
Testing config 2573... → 15.0 tiles
Testing config 2574... → 16.0 tiles
Testing config 2575... → 15.0 tiles
Testing config 2576... → 16.0 tiles
Testing config 2577... → 16.0 tiles
Testing config 2578... → 16.0 tiles
Testing config 2579... → 16.0 tiles
Testing config 2580... → 15.0 tiles
Testing config 2581... → 16.0 tiles
Testing config 2582... → 16.0 tiles
Testing config 2583... → 15.0 tiles
Testing config 2584... → 16.0 tiles
Testing config 2585... → 16.0 tiles
Testing config 2586... → 16.0 tiles
Testing config 2587... → 16.0 tiles
Testing config 2588... → 15.0 tiles
Testing config 2589... → 16.0 tiles
Testing config 2590... → 15.0 tiles
Testing config 2591... → 15.0 tiles
Testing config 2592... → 16.0 tiles
Testing config 2593... → 16.0 tiles
Testing config 2594... → 16.0 tiles
Testing config 2595... → 15.0 tiles
Testing config 2596... → 16.0 tiles
Testing config 2597... → 16.0 tiles
Testing config 2598... → 15.0 tiles
Testing config 2599... → 15.0 tiles
Testing config 2600... → 16.0 tiles
Testing config 2601... → 15.0 tiles
Testing config 2602... → 16.0 tiles
Testing config 2603... → 16.0 tiles
Testing config 2604... → 16.0 tiles
Testing config 2605... → 15.0 tiles
Testing config 2606... → 16.0 tiles
Testing config 2607... → 15.0 tiles
Testing config 2608... → 16.0 tiles
Testing config 2609... → 16.0 tiles
Testing config 2610... → 16.0 tiles
Testing config 2611... → 16.0 tiles
Testing config 2612... → 16.0 tiles
Testing config 2613... → 16.0 tiles
Testing config 2614... → 16.0 tiles
Testing config 2615... → 16.0 tiles
Testing config 2616... → 16.0 tiles
Testing config 2617... → 16.0 tiles
Testing config 2618... → 15.0 tiles
Testing config 2619... → 16.0 tiles
Testing config 2620... → 15.0 tiles
Testing config 2621... → 15.0 tiles
Testing config 2622... → 16.0 tiles
Testing config 2623... → 16.0 tiles
Testing config 2624... → 15.0 tiles
Testing config 2625... → 16.0 tiles
Testing config 2626... → 15.0 tiles
Testing config 2627... → 15.0 tiles
Testing config 2628... → 16.0 tiles
Testing config 2629... → 16.0 tiles
Testing config 2630... → 15.0 tiles
Testing config 2631... → 15.0 tiles
Testing config 2632... → 15.0 tiles
Testing config 2633... → 15.0 tiles
Testing config 2634... → 15.0 tiles
Testing config 2635... → 15.0 tiles
Testing config 2636... → 16.0 tiles
Testing config 2637... → 16.0 tiles
Testing config 2638... → 16.0 tiles
Testing config 2639... → 16.0 tiles
Testing config 2640... → 16.0 tiles
Testing config 2641... → 16.0 tiles
Testing config 2642... → 15.0 tiles
Testing config 2643... → 16.0 tiles
Testing config 2644... → 16.0 tiles
Testing config 2645... → 16.0 tiles
Testing config 2646... → 15.0 tiles
Testing config 2647... → 15.0 tiles
Testing config 2648... → 15.0 tiles
Testing config 2649... → 16.0 tiles
Testing config 2650... → 15.0 tiles
Testing config 2651... → 15.0 tiles
Testing config 2652... → 15.0 tiles
Testing config 2653... → 16.0 tiles
Testing config 2654... → 16.0 tiles
Testing config 2655... → 15.0 tiles
Testing config 2656... → 16.0 tiles
Testing config 2657... → 16.0 tiles
Testing config 2658... → 16.0 tiles
Testing config 2659... → 16.0 tiles
Testing config 2660... → 15.0 tiles
Testing config 2661... → 15.0 tiles
Testing config 2662... → 15.0 tiles
Testing config 2663... → 15.0 tiles
Testing config 2664... → 15.0 tiles
Testing config 2665... → 15.0 tiles
Testing config 2666... → 15.0 tiles
Testing config 2667... → 16.0 tiles
Testing config 2668... → 16.0 tiles
Testing config 2669... → 16.0 tiles
Testing config 2670... → 15.0 tiles
Testing config 2671... → 15.0 tiles
Testing config 2672... → 15.0 tiles
Testing config 2673... → 16.0 tiles
Testing config 2674... → 15.0 tiles
Testing config 2675... → 15.0 tiles
Testing config 2676... → 15.0 tiles
Testing config 2677... → 16.0 tiles
Testing config 2678... → 16.0 tiles
Testing config 2679... → 16.0 tiles
Testing config 2680... → 16.0 tiles
Testing config 2681... → 16.0 tiles
Testing config 2682... → 16.0 tiles
Testing config 2683... → 16.0 tiles
Testing config 2684... → 15.0 tiles
Testing config 2685... → 16.0 tiles
Testing config 2686... → 15.0 tiles
Testing config 2687... → 15.0 tiles
Testing config 2688... → 16.0 tiles
Testing config 2689... → 15.0 tiles
Testing config 2690... → 15.0 tiles
Testing config 2691... → 16.0 tiles
Testing config 2692... → 15.0 tiles
Testing config 2693... → 15.0 tiles
Testing config 2694... → 15.0 tiles
Testing config 2695... → 15.0 tiles
Testing config 2696... → 15.0 tiles
Testing config 2697... → 16.0 tiles
Testing config 2698... → 15.0 tiles
Testing config 2699... → 15.0 tiles
Testing config 2700... → 15.0 tiles
Testing config 2701... → 16.0 tiles
Testing config 2702... → 15.0 tiles
Testing config 2703... → 14.0 tiles
Testing config 2704... → 15.0 tiles
Testing config 2705... → 15.0 tiles
Testing config 2706... → 15.0 tiles
Testing config 2707... → 15.0 tiles
Testing config 2708... → 15.0 tiles
Testing config 2709... → 16.0 tiles
Testing config 2710... → 15.0 tiles
Testing config 2711... → 15.0 tiles
Testing config 2712... → 16.0 tiles
Testing config 2713... → 16.0 tiles
Testing config 2714... → 16.0 tiles
Testing config 2715... → 15.0 tiles
Testing config 2716... → 16.0 tiles
Testing config 2717... → 16.0 tiles
Testing config 2718... → 15.0 tiles
Testing config 2719... → 15.0 tiles
Testing config 2720... → 16.0 tiles
Testing config 2721... → 15.0 tiles
Testing config 2722... → 16.0 tiles
Testing config 2723... → 16.0 tiles
Testing config 2724... → 16.0 tiles
Testing config 2725... → 15.0 tiles
Testing config 2726... → 16.0 tiles
Testing config 2727... → 15.0 tiles
Testing config 2728... → 16.0 tiles
Testing config 2729... → 16.0 tiles
Testing config 2730... → 16.0 tiles
Testing config 2731... → 16.0 tiles
Testing config 2732... → 16.0 tiles
Testing config 2733... → 16.0 tiles
Testing config 2734... → 16.0 tiles
Testing config 2735... → 16.0 tiles
Testing config 2736... → 16.0 tiles
Testing config 2737... → 16.0 tiles
Testing config 2738... → 15.0 tiles
Testing config 2739... → 16.0 tiles
Testing config 2740... → 15.0 tiles
Testing config 2741... → 15.0 tiles
Testing config 2742... → 16.0 tiles
Testing config 2743... → 16.0 tiles
Testing config 2744... → 15.0 tiles
Testing config 2745... → 16.0 tiles
Testing config 2746... → 15.0 tiles
Testing config 2747... → 15.0 tiles
Testing config 2748... → 16.0 tiles
Testing config 2749... → 16.0 tiles
Testing config 2750... → 15.0 tiles
Testing config 2751... → 15.0 tiles
Testing config 2752... → 15.0 tiles
Testing config 2753... → 15.0 tiles
Testing config 2754... → 15.0 tiles
Testing config 2755... → 15.0 tiles
Testing config 2756... → 16.0 tiles
Testing config 2757... → 16.0 tiles
Testing config 2758... → 16.0 tiles
Testing config 2759... → 16.0 tiles
Testing config 2760... → 16.0 tiles
Testing config 2761... → 16.0 tiles
Testing config 2762... → 15.0 tiles
Testing config 2763... → 15.0 tiles
Testing config 2764... → 16.0 tiles
Testing config 2765... → 16.0 tiles
Testing config 2766... → 15.0 tiles
Testing config 2767... → 16.0 tiles
Testing config 2768... → 15.0 tiles
Testing config 2769... → 15.0 tiles
Testing config 2770... → 15.0 tiles
Testing config 2771... → 15.0 tiles
Testing config 2772... → 14.0 tiles
Testing config 2773... → 15.0 tiles
Testing config 2774... → 16.0 tiles
Testing config 2775... → 15.0 tiles
Testing config 2776... → 16.0 tiles
Testing config 2777... → 16.0 tiles
Testing config 2778... → 16.0 tiles
Testing config 2779... → 16.0 tiles
Testing config 2780... → 15.0 tiles
Testing config 2781... → 16.0 tiles
Testing config 2782... → 15.0 tiles
Testing config 2783... → 15.0 tiles
Testing config 2784... → 16.0 tiles
Testing config 2785... → 16.0 tiles
Testing config 2786... → 15.0 tiles
Testing config 2787... → 15.0 tiles
Testing config 2788... → 16.0 tiles
Testing config 2789... → 16.0 tiles
Testing config 2790... → 15.0 tiles
Testing config 2791... → 16.0 tiles
Testing config 2792... → 15.0 tiles
Testing config 2793... → 15.0 tiles
Testing config 2794... → 15.0 tiles
Testing config 2795... → 15.0 tiles
Testing config 2796... → 14.0 tiles
Testing config 2797... → 15.0 tiles
Testing config 2798... → 16.0 tiles
Testing config 2799... → 16.0 tiles
Testing config 2800... → 16.0 tiles
Testing config 2801... → 16.0 tiles
Testing config 2802... → 16.0 tiles
Testing config 2803... → 16.0 tiles
Testing config 2804... → 15.0 tiles
Testing config 2805... → 15.0 tiles
Testing config 2806... → 15.0 tiles
Testing config 2807... → 15.0 tiles
Testing config 2808... → 16.0 tiles
Testing config 2809... → 16.0 tiles
Testing config 2810... → 15.0 tiles
Testing config 2811... → 15.0 tiles
Testing config 2812... → 15.0 tiles
Testing config 2813... → 15.0 tiles
Testing config 2814... → 15.0 tiles
Testing config 2815... → 15.0 tiles
Testing config 2816... → 15.0 tiles
Testing config 2817... → 15.0 tiles
Testing config 2818... → 15.0 tiles
Testing config 2819... → 15.0 tiles
Testing config 2820... → 14.0 tiles
Testing config 2821... → 15.0 tiles
Testing config 2822... → 15.0 tiles
Testing config 2823... → 14.0 tiles
Testing config 2824... → 15.0 tiles
Testing config 2825... → 15.0 tiles
Testing config 2826... → 15.0 tiles
Testing config 2827... → 15.0 tiles
Testing config 2828... → 14.0 tiles
Testing config 2829... → 15.0 tiles
Testing config 2830... → 14.0 tiles
Testing config 2831... → 14.0 tiles
Testing config 2832... → 15.0 tiles
Testing config 2833... → 15.0 tiles
Testing config 2834... → 16.0 tiles
Testing config 2835... → 15.0 tiles
Testing config 2836... → 16.0 tiles
Testing config 2837... → 16.0 tiles
Testing config 2838... → 15.0 tiles
Testing config 2839... → 15.0 tiles
Testing config 2840... → 16.0 tiles
Testing config 2841... → 15.0 tiles
Testing config 2842... → 16.0 tiles
Testing config 2843... → 16.0 tiles
Testing config 2844... → 16.0 tiles
Testing config 2845... → 15.0 tiles
Testing config 2846... → 16.0 tiles
Testing config 2847... → 15.0 tiles
Testing config 2848... → 16.0 tiles
Testing config 2849... → 16.0 tiles
Testing config 2850... → 16.0 tiles
Testing config 2851... → 16.0 tiles
Testing config 2852... → 16.0 tiles
Testing config 2853... → 16.0 tiles
Testing config 2854... → 16.0 tiles
Testing config 2855... → 16.0 tiles
Testing config 2856... → 16.0 tiles
Testing config 2857... → 16.0 tiles
Testing config 2858... → 15.0 tiles
Testing config 2859... → 16.0 tiles
Testing config 2860... → 15.0 tiles
Testing config 2861... → 15.0 tiles
Testing config 2862... → 16.0 tiles
Testing config 2863... → 16.0 tiles
Testing config 2864... → 15.0 tiles
Testing config 2865... → 16.0 tiles
Testing config 2866... → 15.0 tiles
Testing config 2867... → 15.0 tiles
Testing config 2868... → 16.0 tiles
Testing config 2869... → 16.0 tiles
Testing config 2870... → 15.0 tiles
Testing config 2871... → 15.0 tiles
Testing config 2872... → 15.0 tiles
Testing config 2873... → 15.0 tiles
Testing config 2874... → 15.0 tiles
Testing config 2875... → 15.0 tiles
Testing config 2876... → 16.0 tiles
Testing config 2877... → 16.0 tiles
Testing config 2878... → 16.0 tiles
Testing config 2879... → 16.0 tiles
Testing config 2880... → 16.0 tiles
Testing config 2881... → 16.0 tiles
Testing config 2882... → 16.0 tiles
Testing config 2883... → 16.0 tiles
Testing config 2884... → 15.0 tiles
Testing config 2885... → 15.0 tiles
Testing config 2886... → 16.0 tiles
Testing config 2887... → 15.0 tiles
Testing config 2888... → 16.0 tiles
Testing config 2889... → 16.0 tiles
Testing config 2890... → 16.0 tiles
Testing config 2891... → 16.0 tiles
Testing config 2892... → 15.0 tiles
Testing config 2893... → 16.0 tiles
Testing config 2894... → 15.0 tiles
Testing config 2895... → 14.0 tiles
Testing config 2896... → 15.0 tiles
Testing config 2897... → 15.0 tiles
Testing config 2898... → 15.0 tiles
Testing config 2899... → 15.0 tiles
Testing config 2900... → 16.0 tiles
Testing config 2901... → 15.0 tiles
Testing config 2902... → 16.0 tiles
Testing config 2903... → 16.0 tiles
Testing config 2904... → 15.0 tiles
Testing config 2905... → 15.0 tiles
Testing config 2906... → 16.0 tiles
Testing config 2907... → 16.0 tiles
Testing config 2908... → 15.0 tiles
Testing config 2909... → 15.0 tiles
Testing config 2910... → 16.0 tiles
Testing config 2911... → 15.0 tiles
Testing config 2912... → 16.0 tiles
Testing config 2913... → 16.0 tiles
Testing config 2914... → 16.0 tiles
Testing config 2915... → 16.0 tiles
Testing config 2916... → 15.0 tiles
Testing config 2917... → 16.0 tiles
Testing config 2918... → 16.0 tiles
Testing config 2919... → 15.0 tiles
Testing config 2920... → 15.0 tiles
Testing config 2921... → 15.0 tiles
Testing config 2922... → 16.0 tiles
Testing config 2923... → 15.0 tiles
Testing config 2924... → 15.0 tiles
Testing config 2925... → 15.0 tiles
Testing config 2926... → 16.0 tiles
Testing config 2927... → 16.0 tiles
Testing config 2928... → 16.0 tiles
Testing config 2929... → 15.0 tiles
Testing config 2930... → 16.0 tiles
Testing config 2931... → 16.0 tiles
Testing config 2932... → 15.0 tiles
Testing config 2933... → 15.0 tiles
Testing config 2934... → 16.0 tiles
Testing config 2935... → 15.0 tiles
Testing config 2936... → 16.0 tiles
Testing config 2937... → 16.0 tiles
Testing config 2938... → 16.0 tiles
Testing config 2939... → 16.0 tiles
Testing config 2940... → 15.0 tiles
Testing config 2941... → 16.0 tiles
Testing config 2942... → 16.0 tiles
Testing config 2943... → 15.0 tiles
Testing config 2944... → 16.0 tiles
Testing config 2945... → 16.0 tiles
Testing config 2946... → 16.0 tiles
Testing config 2947... → 16.0 tiles
Testing config 2948... → 15.0 tiles
Testing config 2949... → 16.0 tiles
Testing config 2950... → 15.0 tiles
Testing config 2951... → 15.0 tiles
Testing config 2952... → 16.0 tiles
Testing config 2953... → 16.0 tiles
Testing config 2954... → 15.0 tiles
Testing config 2955... → 14.0 tiles
Testing config 2956... → 15.0 tiles
Testing config 2957... → 15.0 tiles
Testing config 2958... → 14.0 tiles
Testing config 2959... → 14.0 tiles
Testing config 2960... → 15.0 tiles
Testing config 2961... → 14.0 tiles
Testing config 2962... → 15.0 tiles
Testing config 2963... → 15.0 tiles
Testing config 2964... → 15.0 tiles
Testing config 2965... → 14.0 tiles
Testing config 2966... → 15.0 tiles
Testing config 2967... → 14.0 tiles
Testing config 2968... → 15.0 tiles
Testing config 2969... → 15.0 tiles
Testing config 2970... → 15.0 tiles
Testing config 2971... → 15.0 tiles
Testing config 2972... → 15.0 tiles
Testing config 2973... → 15.0 tiles
Testing config 2974... → 15.0 tiles
Testing config 2975... → 15.0 tiles
Testing config 2976... → 15.0 tiles
Testing config 2977... → 15.0 tiles
Testing config 2978... → 16.0 tiles
Testing config 2979... → 15.0 tiles
Testing config 2980... → 16.0 tiles
Testing config 2981... → 16.0 tiles
Testing config 2982... → 15.0 tiles
Testing config 2983... → 15.0 tiles
Testing config 2984... → 16.0 tiles
Testing config 2985... → 15.0 tiles
Testing config 2986... → 16.0 tiles
Testing config 2987... → 16.0 tiles
Testing config 2988... → 16.0 tiles
Testing config 2989... → 15.0 tiles
Testing config 2990... → 16.0 tiles
Testing config 2991... → 15.0 tiles
Testing config 2992... → 16.0 tiles
Testing config 2993... → 16.0 tiles
Testing config 2994... → 16.0 tiles
Testing config 2995... → 16.0 tiles
Testing config 2996... → 15.0 tiles
Testing config 2997... → 15.0 tiles
Testing config 2998... → 15.0 tiles
Testing config 2999... → 15.0 tiles
Testing config 3000... → 15.0 tiles
Testing config 3001... → 15.0 tiles
Testing config 3002... → 16.0 tiles
Testing config 3003... → 16.0 tiles
Testing config 3004... → 15.0 tiles
Testing config 3005... → 15.0 tiles
Testing config 3006... → 16.0 tiles
Testing config 3007... → 15.0 tiles
Testing config 3008... → 16.0 tiles
Testing config 3009... → 16.0 tiles
Testing config 3010... → 16.0 tiles
Testing config 3011... → 16.0 tiles
Testing config 3012... → 15.0 tiles
Testing config 3013... → 16.0 tiles
Testing config 3014... → 15.0 tiles
Testing config 3015... → 14.0 tiles
Testing config 3016... → 15.0 tiles
Testing config 3017... → 15.0 tiles
Testing config 3018... → 15.0 tiles
Testing config 3019... → 15.0 tiles
Testing config 3020... → 16.0 tiles
Testing config 3021... → 15.0 tiles
Testing config 3022... → 16.0 tiles
Testing config 3023... → 16.0 tiles
Testing config 3024... → 15.0 tiles
Testing config 3025... → 15.0 tiles
Testing config 3026... → 16.0 tiles
Testing config 3027... → 16.0 tiles
Testing config 3028... → 15.0 tiles
Testing config 3029... → 15.0 tiles
Testing config 3030... → 16.0 tiles
Testing config 3031... → 15.0 tiles
Testing config 3032... → 16.0 tiles
Testing config 3033... → 16.0 tiles
Testing config 3034... → 16.0 tiles
Testing config 3035... → 16.0 tiles
Testing config 3036... → 15.0 tiles
Testing config 3037... → 16.0 tiles
Testing config 3038... → 16.0 tiles
Testing config 3039... → 15.0 tiles
Testing config 3040... → 15.0 tiles
Testing config 3041... → 15.0 tiles
Testing config 3042... → 16.0 tiles
Testing config 3043... → 15.0 tiles
Testing config 3044... → 15.0 tiles
Testing config 3045... → 15.0 tiles
Testing config 3046... → 16.0 tiles
Testing config 3047... → 16.0 tiles
Testing config 3048... → 16.0 tiles
Testing config 3049... → 15.0 tiles
Testing config 3050... → 15.0 tiles
Testing config 3051... → 15.0 tiles
Testing config 3052... → 16.0 tiles
Testing config 3053... → 16.0 tiles
Testing config 3054... → 16.0 tiles
Testing config 3055... → 16.0 tiles
Testing config 3056... → 16.0 tiles
Testing config 3057... → 16.0 tiles
Testing config 3058... → 16.0 tiles
Testing config 3059... → 16.0 tiles
Testing config 3060... → 15.0 tiles
Testing config 3061... → 16.0 tiles
Testing config 3062... → 15.0 tiles
Testing config 3063... → 16.0 tiles
Testing config 3064... → 16.0 tiles
Testing config 3065... → 16.0 tiles
Testing config 3066... → 15.0 tiles
Testing config 3067... → 16.0 tiles
Testing config 3068... → 14.0 tiles
Testing config 3069... → 15.0 tiles
Testing config 3070... → 15.0 tiles
Testing config 3071... → 15.0 tiles
Testing config 3072... → 15.0 tiles
Testing config 3073... → 16.0 tiles
Testing config 3074... → 16.0 tiles
Testing config 3075... → 15.0 tiles
Testing config 3076... → 16.0 tiles
Testing config 3077... → 16.0 tiles
Testing config 3078... → 15.0 tiles
Testing config 3079... → 15.0 tiles
Testing config 3080... → 15.0 tiles
Testing config 3081... → 14.0 tiles
Testing config 3082... → 15.0 tiles
Testing config 3083... → 15.0 tiles
Testing config 3084... → 15.0 tiles
Testing config 3085... → 14.0 tiles
Testing config 3086... → 15.0 tiles
Testing config 3087... → 15.0 tiles
Testing config 3088... → 15.0 tiles
Testing config 3089... → 15.0 tiles
Testing config 3090... → 15.0 tiles
Testing config 3091... → 15.0 tiles
Testing config 3092... → 16.0 tiles
Testing config 3093... → 16.0 tiles
Testing config 3094... → 15.0 tiles
Testing config 3095... → 15.0 tiles
Testing config 3096... → 15.0 tiles
Testing config 3097... → 15.0 tiles
Testing config 3098... → 15.0 tiles
Testing config 3099... → 15.0 tiles
Testing config 3100... → 15.0 tiles
Testing config 3101... → 15.0 tiles
Testing config 3102... → 15.0 tiles
Testing config 3103... → 15.0 tiles
Testing config 3104... → 16.0 tiles
Testing config 3105... → 15.0 tiles
Testing config 3106... → 16.0 tiles
Testing config 3107... → 16.0 tiles
Testing config 3108... → 16.0 tiles
Testing config 3109... → 15.0 tiles
Testing config 3110... → 15.0 tiles
Testing config 3111... → 16.0 tiles
Testing config 3112... → 16.0 tiles
Testing config 3113... → 16.0 tiles
Testing config 3114... → 15.0 tiles
Testing config 3115... → 16.0 tiles
Testing config 3116... → 16.0 tiles
Testing config 3117... → 16.0 tiles
Testing config 3118... → 15.0 tiles
Testing config 3119... → 15.0 tiles
Testing config 3120... → 15.0 tiles
Testing config 3121... → 15.0 tiles
Testing config 3122... → 16.0 tiles
Testing config 3123... → 16.0 tiles
Testing config 3124... → 15.0 tiles
Testing config 3125... → 15.0 tiles
Testing config 3126... → 16.0 tiles
Testing config 3127... → 15.0 tiles
Testing config 3128... → 15.0 tiles
Testing config 3129... → 15.0 tiles
Testing config 3130... → 15.0 tiles
Testing config 3131... → 15.0 tiles
Testing config 3132... → 15.0 tiles
Testing config 3133... → 15.0 tiles
Testing config 3134... → 15.0 tiles
Testing config 3135... → 15.0 tiles
Testing config 3136... → 14.0 tiles
Testing config 3137... → 14.0 tiles
Testing config 3138... → 15.0 tiles
Testing config 3139... → 14.0 tiles
Testing config 3140... → 16.0 tiles
Testing config 3141... → 15.0 tiles
Testing config 3142... → 15.0 tiles
Testing config 3143... → 15.0 tiles
Testing config 3144... → 15.0 tiles
Testing config 3145... → 14.0 tiles
Testing config 3146... → 16.0 tiles
Testing config 3147... → 16.0 tiles
Testing config 3148... → 15.0 tiles
Testing config 3149... → 15.0 tiles
Testing config 3150... → 16.0 tiles
Testing config 3151... → 15.0 tiles
Testing config 3152... → 16.0 tiles
Testing config 3153... → 16.0 tiles
Testing config 3154... → 16.0 tiles
Testing config 3155... → 16.0 tiles
Testing config 3156... → 15.0 tiles
Testing config 3157... → 16.0 tiles
Testing config 3158... → 16.0 tiles
Testing config 3159... → 15.0 tiles
Testing config 3160... → 15.0 tiles
Testing config 3161... → 15.0 tiles
Testing config 3162... → 16.0 tiles
Testing config 3163... → 15.0 tiles
Testing config 3164... → 15.0 tiles
Testing config 3165... → 15.0 tiles
Testing config 3166... → 16.0 tiles
Testing config 3167... → 16.0 tiles
Testing config 3168... → 16.0 tiles
Testing config 3169... → 15.0 tiles
Testing config 3170... → 16.0 tiles
Testing config 3171... → 16.0 tiles
Testing config 3172... → 15.0 tiles
Testing config 3173... → 15.0 tiles
Testing config 3174... → 16.0 tiles
Testing config 3175... → 15.0 tiles
Testing config 3176... → 16.0 tiles
Testing config 3177... → 16.0 tiles
Testing config 3178... → 16.0 tiles
Testing config 3179... → 16.0 tiles
Testing config 3180... → 15.0 tiles
Testing config 3181... → 16.0 tiles
Testing config 3182... → 16.0 tiles
Testing config 3183... → 15.0 tiles
Testing config 3184... → 16.0 tiles
Testing config 3185... → 16.0 tiles
Testing config 3186... → 16.0 tiles
Testing config 3187... → 16.0 tiles
Testing config 3188... → 15.0 tiles
Testing config 3189... → 16.0 tiles
Testing config 3190... → 15.0 tiles
Testing config 3191... → 15.0 tiles
Testing config 3192... → 16.0 tiles
Testing config 3193... → 16.0 tiles
Testing config 3194... → 16.0 tiles
Testing config 3195... → 15.0 tiles
Testing config 3196... → 16.0 tiles
Testing config 3197... → 16.0 tiles
Testing config 3198... → 15.0 tiles
Testing config 3199... → 15.0 tiles
Testing config 3200... → 16.0 tiles
Testing config 3201... → 15.0 tiles
Testing config 3202... → 16.0 tiles
Testing config 3203... → 16.0 tiles
Testing config 3204... → 16.0 tiles
Testing config 3205... → 15.0 tiles
Testing config 3206... → 15.0 tiles
Testing config 3207... → 14.0 tiles
Testing config 3208... → 15.0 tiles
Testing config 3209... → 15.0 tiles
Testing config 3210... → 15.0 tiles
Testing config 3211... → 15.0 tiles
Testing config 3212... → 16.0 tiles
Testing config 3213... → 16.0 tiles
Testing config 3214... → 16.0 tiles
Testing config 3215... → 16.0 tiles
Testing config 3216... → 15.0 tiles
Testing config 3217... → 15.0 tiles
Testing config 3218... → 15.0 tiles
Testing config 3219... → 15.0 tiles
Testing config 3220... → 16.0 tiles
Testing config 3221... → 16.0 tiles
Testing config 3222... → 16.0 tiles
Testing config 3223... → 15.0 tiles
Testing config 3224... → 15.0 tiles
Testing config 3225... → 15.0 tiles
Testing config 3226... → 15.0 tiles
Testing config 3227... → 15.0 tiles
Testing config 3228... → 15.0 tiles
Testing config 3229... → 15.0 tiles
Testing config 3230... → 16.0 tiles
Testing config 3231... → 15.0 tiles
Testing config 3232... → 16.0 tiles
Testing config 3233... → 16.0 tiles
Testing config 3234... → 16.0 tiles
Testing config 3235... → 16.0 tiles
Testing config 3236... → 16.0 tiles
Testing config 3237... → 16.0 tiles
Testing config 3238... → 16.0 tiles
Testing config 3239... → 16.0 tiles
Testing config 3240... → 15.0 tiles
Testing config 3241... → 15.0 tiles
Testing config 3242... → 16.0 tiles
Testing config 3243... → 16.0 tiles
Testing config 3244... → 15.0 tiles
Testing config 3245... → 15.0 tiles
Testing config 3246... → 16.0 tiles
Testing config 3247... → 15.0 tiles
Testing config 3248... → 16.0 tiles
Testing config 3249... → 16.0 tiles
Testing config 3250... → 16.0 tiles
Testing config 3251... → 16.0 tiles
Testing config 3252... → 15.0 tiles
Testing config 3253... → 16.0 tiles
Testing config 3254... → 15.0 tiles
Testing config 3255... → 14.0 tiles
Testing config 3256... → 15.0 tiles
Testing config 3257... → 15.0 tiles
Testing config 3258... → 15.0 tiles
Testing config 3259... → 15.0 tiles
Testing config 3260... → 16.0 tiles
Testing config 3261... → 15.0 tiles
Testing config 3262... → 16.0 tiles
Testing config 3263... → 16.0 tiles
Testing config 3264... → 15.0 tiles
Testing config 3265... → 15.0 tiles
Testing config 3266... → 16.0 tiles
Testing config 3267... → 16.0 tiles
Testing config 3268... → 15.0 tiles
Testing config 3269... → 15.0 tiles
Testing config 3270... → 16.0 tiles
Testing config 3271... → 15.0 tiles
Testing config 3272... → 16.0 tiles
Testing config 3273... → 16.0 tiles
Testing config 3274... → 16.0 tiles
Testing config 3275... → 16.0 tiles
Testing config 3276... → 15.0 tiles
Testing config 3277... → 16.0 tiles
Testing config 3278... → 16.0 tiles
Testing config 3279... → 15.0 tiles
Testing config 3280... → 15.0 tiles
Testing config 3281... → 15.0 tiles
Testing config 3282... → 16.0 tiles
Testing config 3283... → 15.0 tiles
